student,take_exam,social,gender,pretest,posttest,Fi,CBi,Vi,MApi,PApi,total_time,total_activity,total_time_be,total_activity_be,qp_time,wa_time,qp_activity,wa_activity,exam_norm,lgain_pp,lgain_pe
user0089,0,0, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0064,1,0, ,,0.82, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,,0.0
user0091,1,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,0.0
user0078,1,0, ,,1.0, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,,0.0
user0006,1,0,1,0.09,,0.58,0.05,0.8,0.67,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,
user0013,0,0,1,0.09,,0.33,0.55,0.53,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0069,0,0,1,0.27,,0.67,0.5,0.8,0.56,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0074,0,0,1,0.18,,0.25,0.6,0.6,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0080,0,0,0,0.18,,0.33,0.25,0.6,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0038,1,0,1,0.09,0.18,0.33,0.3,0.53,0.5,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.09,100.0
user0040,1,0,0,0.27,0.91,0.42,0.1,0.27,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.64,237.037037037037
user0046,1,0,0,0.09,0.82,0.5,0.45,0.6,0.5,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.73,811.1111111111111
user0047,1,0,1,0.09,0.73,0.5,0.3,0.53,0.33,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.64,711.1111111111112
user0048,1,0,1,0.09,0.09,0.33,0.35,0.73,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
user0054,1,0,0,0.36,0.27,0.58,0.6,0.6,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,-0.08999999999999997,-24.999999999999993
user0071,1,0,1,0.0,0.27,0,0.25,0.33,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.27,0.0
user0072,1,0,0,0.18,0.64,0.25,0.35,0.6,0.61,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.46,255.55555555555557
user0086,1,0,1,0.27,0.91,0.67,0.65,0.93,0.72,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.64,237.037037037037
user0028,1,0,1,0.27,,0.58,0.5,1,0.72,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,,
user0057,1,0,1,0.64,0.73,0.67,0.8,0.8,0.72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.08999999999999997,14.062499999999995
user0058,1,0,1,0.18,0.09,0.58,0.55,0.53,0.72,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-0.09,-50.0
user0061,1,0,1,0.09,0.09,0.33,0,0.6,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0
user0016,1,0,1,0.18,,1,0.9,0.93,0.89,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,
user0066,1,0,1,0.18,0.09,0.58,0.4,0.73,0.78,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,-0.09,-50.0
user0073,1,0,1,0.09,0.09,0.58,0.3,0.67,0.78,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
user0081,1,0,1,0.18,0.91,0.5,0.75,0.93,0.83,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.73,405.55555555555554
user0018,1,0,1,0.09,0.27,0.5,0.35,0.87,0.78,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.18000000000000002,200.00000000000006
user0031,0,0,1,0.36,,0.58,0.25,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0063,1,0,1,0.27,,0.42,0.65,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,,
user0033,1,0,0,0.0,0.09,0.67,0.4,0.87,0.61,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.09,0.0
user0044,1,0,0,0.09,0.0,0.58,0.45,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,-0.09,-100.0
user0007,1,0,1,0.09,1.0,0.58,0.15,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.91,1011.1111111111112
user0012,1,0,1,0.18,0.36,0.42,0.3,0.4,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.18,100.0
user0068,1,0,1,0.27,0.82,0.67,0.6,0.93,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.5499999999999999,203.70370370370367
user0083,1,0,1,0.09,0.82,0.5,0.65,0.8,0.61,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.73,811.1111111111111
user0015,1,0,1,0.27,,0.58,0.85,0.73,0.78,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,,
user0021,1,0,1,0.18,,0.67,0.65,1,0.94,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,,
user0041,1,0,1,0.09,,0.83,0.9,1,0.83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,,
user0076,1,0,1,0.45,0.82,0.5,0.75,0.67,0.83,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.36999999999999994,82.22222222222221
user0023,1,0,0,0.36,0.55,0.67,0.7,0.93,0.78,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.19000000000000006,52.7777777777778
user0039,1,0,1,0.64,0.18,0.5,0.7,0.73,0.94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,-0.46,-71.875
user0075,1,0,1,0.55,0.64,0.75,0.6,1,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.08999999999999997,16.36363636363636
user0088,1,0, ,,0.73, , , , , ,7192269966.0,1040.0,10004.0,1040.0,387504377.0,6804765589.0,2744.0,7260.0,68.0,,0.0
user0005,1,0,1,0.64,1.0,0.75,0.8,1,0.89,0.33,21435401.0,4.0,35.0,4.0,5358875.0,16076526.0,19.0,16.0,90.0,0.36,56.25
user0025,1,0,1,0.09,,0.67,0.3,1,1,0,831461018.0,125.0,1953.0,125.0,85104280.0,746356738.0,720.0,1233.0,69.0,,
user0059,1,0,1,0.09,0.36,0.75,0.6,0.53,0.83,0,3035050848.0,441.0,9550.0,441.0,346324987.0,2688725861.0,2800.0,6750.0,66.0,0.27,300.00000000000006
user0070,1,0,1,0.27,0.91,0.5,0.7,0.93,1,0.56,7762843899.0,997.0,29790.0,997.0,373179168.0,7389664731.0,7177.0,22613.0,60.0,0.64,237.037037037037
user0004,1,0,1,0.0,0.73,0.42,0.4,0.47,0.44,0.67,227620530.0,35.0,837.0,35.0,46476730.0,181143800.0,380.0,457.0,90.0,0.73,0.0
user0051,1,0,1,0.09,0.64,0.58,0.25,0.6,0.72,0.94,78267446.0,11.0,415.0,11.0,64036550.0,14230896.0,326.0,89.0,91.0,0.55,611.1111111111112
user0060,1,0,1,0.18,0.91,0.5,0.6,0.67,0.56,0.67,32762783.0,5.0,123.0,5.0,19659967.0,13102816.0,92.0,31.0,95.0,0.73,405.55555555555554
user0067,1,0,1,0.45,0.45,0.58,0.55,0.93,0.72,0.83,1263048824.0,176.0,1392.0,176.0,143529818.0,1119519006.0,575.0,817.0,95.0,0.0,0.0
user0056,1,0,0,0.0,0.73,0.58,0.55,0.47,0.72,0.78,630615638.0,116.0,2469.0,116.0,154243083.0,476372555.0,1130.0,1339.0,77.0,0.73,0.0
user0079,1,0,1,0.18,0.64,0.33,0.3,0.33,0.67,0.67,1961883843.0,294.0,1541.0,294.0,126784687.0,1835099156.0,563.0,978.0,88.0,0.46,255.55555555555557
user0082,1,0,1,0.27,0.64,0.5,0.65,0.47,0.67,0.67,43055077.0,6.0,405.0,6.0,43055077.0,0.0,405.0,0.0,53.0,0.37,137.037037037037
user0027,1,0,1,0.27,0.64,0.58,0.65,0.67,0.78,0.67,540490430.0,81.0,203.0,81.0,0.0,540490430.0,0.0,203.0,94.0,0.37,137.037037037037
user0077,1,0,1,0.09,0.64,0.25,0.45,0.6,0.78,0.89,591277125.0,83.0,9507.0,83.0,341984481.0,249292644.0,6513.0,2994.0,70.0,0.55,611.1111111111112
user0024, ,1,1,,,1,0.65,0.87,1,0.67,1420354776.0,185.0,1706.0,185.0,108078553.0,1312276223.0,641.0,1065.0,0.0,,0.0
user0003,0,0,1,0.27,,0.5,0.4,0.87,0.33,0,653388.0,1.0,37.0,1.0,653388.0,0.0,37.0,0.0,0.0,,
user0032,1,0,1,0.09,,0.5,0.15,0.8,0.67,0.44,277947763.0,108.0,614.0,108.0,46617913.0,231329850.0,340.0,274.0,65.0,,
user0055,1,0,1,0.18,,0.5,0.45,0.33,0.56,0.61,89080489.0,124.0,1221.0,124.0,8610188.0,80470301.0,730.0,491.0,66.0,,
user0065,1,0,1,0.09,,0.5,0.45,0.67,0.5,0.61,983196429.0,238.0,1225.0,238.0,80451845.0,902744584.0,479.0,746.0,76.0,,
user0085,0,0,1,0.45,,0.42,0.6,0.67,0.67,0.44,2497724.0,2.0,31.0,2.0,2497724.0,0.0,31.0,0.0,0.0,,
user0017,1,0,0,0.09,0.73,0.33,0.35,0.6,0.56,0.17,457336479.0,137.0,1710.0,137.0,42371740.0,414964739.0,528.0,1182.0,91.0,0.64,711.1111111111112
user0042,1,0,1,0.09,1.0,0.25,0.45,0.53,0.56,0.17,4741852675.0,892.0,8207.0,892.0,485493781.0,4256358894.0,3079.0,5128.0,87.0,0.91,1011.1111111111112
user0050,1,0,1,0.09,0.27,0.33,0.45,0.47,0.44,0.56,5041609532.0,850.0,4436.0,850.0,85918889.0,4955690643.0,528.0,3908.0,81.0,0.18000000000000002,200.00000000000006
user0011,1,0,1,0.27,0.82,0.58,0.45,0.67,0.61,0.22,195355703.0,263.0,3426.0,263.0,12006107.0,183349596.0,751.0,2675.0,87.0,0.5499999999999999,203.70370370370367
user0020,1,0,1,0.27,0.91,0.58,0.6,0.73,0.67,0.33,1498032237.0,747.0,8358.0,747.0,96447026.0,1401585211.0,2679.0,5679.0,93.0,0.64,237.037037037037
user0022,1,0,1,0.27,0.55,0.33,0.2,0.93,0.5,0,3841256051.0,559.0,28670.0,559.0,697833449.0,3143422602.0,7465.0,21205.0,52.0,0.28,103.7037037037037
user0030,1,0,1,0.09,0.82,0.42,0.5,0.73,0.5,0.39,445440971.0,154.0,843.0,154.0,42195344.0,403245627.0,384.0,459.0,70.0,0.73,811.1111111111111
user0035,1,0,0,0.36,0.36,0.33,0.55,0.6,0.5,0.5,20339529.0,10.0,123.0,10.0,850061.0,19489468.0,99.0,24.0,58.0,0.0,0.0
user0084,1,0,0,0.0,,0.75,0.35,0.93,0.94,0.5,1115211634.0,265.0,2020.0,265.0,47265635.0,1067945999.0,436.0,1584.0,81.0,,0.0
user0008,1,0,1,0.45,0.64,0.67,0.7,0.67,0.89,0.33,4131843107.0,830.0,14409.0,830.0,264425348.0,3867417759.0,3529.0,10880.0,100.0,0.19,42.22222222222222
user0009,1,0,1,0.09,,0.58,0.65,0.8,0.78,0,4192448665.0,731.0,3874.0,731.0,205209273.0,3987239392.0,1042.0,2832.0,88.0,,
user0053,1,0,1,0.18,0.91,0.5,0.55,0.73,0.83,0.5,1862793843.0,281.0,1850.0,281.0,101501522.0,1761292321.0,667.0,1183.0,90.0,0.73,405.55555555555554
user0019,0,0,0,0.55,,0.67,0.6,0.67,0.72,0.67,6205342.0,50.0,622.0,50.0,731093.0,5474249.0,303.0,319.0,0.0,,
user0026,1,0,1,0.09,0.55,0.83,0.5,0.67,0.67,0.67,365479698.0,53.0,2808.0,53.0,225564610.0,139915088.0,2187.0,621.0,91.0,0.4600000000000001,511.11111111111126
user0062,1,0,1,0.45,0.64,0.33,0.65,0.8,0.72,0.83,268478923.0,88.0,559.0,88.0,24404049.0,244074874.0,284.0,275.0,94.0,0.19,42.22222222222222
user0045, ,1,1,,,0.83,0.55,0.73,0.72,0.72,7170852767.0,1060.0,8943.0,1060.0,319739869.0,6851112898.0,2500.0,6443.0,0.0,,0.0
user0010,1,0,1,0.18,,0.83,0.85,0.67,0.83,0.89,241754233.0,110.0,1793.0,110.0,28541468.0,213212765.0,327.0,1466.0,85.0,,
user0049,1,0,1,0.36,0.91,0.75,0.65,1,0.78,0.67,1648663776.0,489.0,4238.0,489.0,154228374.0,1494435402.0,1474.0,2764.0,80.0,0.55,152.7777777777778
user0029,1,0,1,0.27,0.91,0.67,0.45,1,0.89,0.94,1007841521.0,381.0,5130.0,381.0,47062971.0,960778550.0,828.0,4302.0,99.0,0.64,237.037037037037
user0034,1,0,1,0.18,0.82,0.5,0.6,0.6,0.89,0.83,601652402.0,94.0,2460.0,94.0,248647731.0,353004671.0,1435.0,1025.0,100.0,0.6399999999999999,355.55555555555554
user0036,1,0,1,0.18,0.91,0.92,0.75,0.73,0.89,0.67,591551754.0,322.0,5607.0,322.0,89606894.0,501944860.0,2320.0,3287.0,100.0,0.73,405.55555555555554
user0037,1,0,1,0.0,0.82,0.58,0.5,0.8,0.83,0.83,669206008.0,113.0,1302.0,113.0,77039350.0,592166658.0,635.0,667.0,97.0,0.82,0.0
user0052,1,0,1,0.91,0.91,0.92,0.9,0.93,0.83,0.83,29854227.0,82.0,349.0,82.0,1456155.0,28398072.0,96.0,253.0,95.0,0.0,0.0
user0168,0,0, ,0.0,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0180,0,0, ,0.64,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0186,0,0, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0212,0,0, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0214,0,0, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0216, ,1, ,,, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0213,1,0, ,,0.55, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,,0.0
user0134,1,0,1,0.09,,0.5,0.5,0.67,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,,
user0139,0,0,1,0.09,,0.5,0.15,0.6,0.67,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0140,0,0,1,0.36,,0.67,0.9,0.73,0.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0161,1,0,1,0.45,,0.67,0.65,0.67,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,,
user0182,1,0,1,0.45,0.82,0.42,0.65,0.53,0.44,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.36999999999999994,82.22222222222221
user0190,1,0,1,0.18,,0.33,0.5,0.53,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,
user0196,1,0,1,0.09,,0.5,0.65,0.6,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,
user0207,0,0,1,0.0,,0.83,0.45,0.87,0.67,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
user0211,0,0,1,0.18,,0.5,0.45,0.67,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0137,1,0,1,0.27,0.45,0.42,0.5,0.6,0.61,0.44,36377054.0,15.0,128.0,15.0,0.0,36377054.0,0.0,128.0,96.0,0.18,66.66666666666666
user0159,1,0,1,0.27,1.0,0.33,0.8,0.47,0.44,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.73,270.3703703703703
user0202,1,0,1,0.18,0.55,0.5,0.55,0.73,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.37000000000000005,205.55555555555557
user0157,1,0,1,0.45,0.64,0.67,0.5,0.67,0.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.19,42.22222222222222
user0185,1,0,1,0.09,0.64,0.33,0.25,0.33,0.17,0.17,1584393308.0,220.0,543.0,220.0,0.0,1584393308.0,0.0,543.0,56.0,0.55,611.1111111111112
user0194,1,0,1,0.18,0.55,0.5,0.3,0.4,0.61,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.37000000000000005,205.55555555555557
user0201,1,0,1,0.18,0.64,0.67,0.35,0.8,0.72,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.46,255.55555555555557
user0144,1,0,1,0.27,,0.58,0.6,0.93,0.94,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,,
user0148,0,0,0,0.36,,0.58,0.6,0.93,0.89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0198,0,0,1,0.09,,0.58,0,0.8,0.89,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0172,1,0,1,0.27,0.73,0.58,0.65,0.73,0.78,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.45999999999999996,170.37037037037035
user0208,1,0,1,0.09,0.64,0.67,0.15,0.93,0.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.55,611.1111111111112
user0143,1,0,1,0.82,,0.5,0.7,0.67,0.44,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,,
user0184,0,0,1,0.73,,0.83,1,0.93,0.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0187,1,0,1,0.09,,0.58,0.4,0.67,0.67,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,
user0175,1,0,0,0.18,0.45,0.42,0.5,0.53,0.61,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.27,150.00000000000003
user0200,1,0,1,0.09,0.18,0.58,0.25,0.6,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.09,100.0
user0174,1,0,1,0.09,0.73,0.67,0.5,0.6,0.56,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.64,711.1111111111112
user0177,0,0,1,0.0,0.09,0.33,0.4,0.6,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
user0192,1,0,1,0.09,0.55,0.67,0.75,0.73,0.72,0.67,43010837.0,6.0,67.0,6.0,0.0,43010837.0,0.0,67.0,70.0,0.4600000000000001,511.11111111111126
user0147,0,0,1,0.64,,0.83,0.6,0.8,0.89,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0162,1,0,1,0.0,,0.5,0.65,0.67,0.89,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,,0.0
user0209,0,0,1,0.55,,0.67,0.75,0.8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
user0133,1,0,1,0.27,0.82,0.75,0.8,0.8,0.78,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.5499999999999999,203.70370370370367
user0129,1,0,1,0.09,0.55,0.58,0.65,0.8,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.4600000000000001,511.11111111111126
user0155,0,0,0,0.09,0.18,0.83,0.25,0.93,1,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,100.0
user0204,1,0,1,0.0,0.36,0.58,0.55,0.67,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.36,0.0
user0136,1,0,1,0.09,0.55,0.67,0.3,0.67,0.44,0.5,45796031.0,9.0,232.0,9.0,9982999.0,35813032.0,76.0,156.0,84.0,0.4600000000000001,511.11111111111126
user0146,1,0,1,0.09,0.55,0.5,0.45,0.67,0.67,0.5,13029688.0,2.0,65.0,2.0,13029688.0,0.0,65.0,0.0,80.0,0.4600000000000001,511.11111111111126
